Local,Trabalho,Título,Autores/Participantes
Centro de Ciencias da Saude,2690,REABILITAÇÃO ORAL COM IMPLANTES OSSEOINTEGRADOS EM ENXERTO DE CRISTA ILÍACA PÓS RESSECÇÃO DE MANDÍBULA,"CLARISSA BICHARA MAGALHAES,BEATRIZ FERNANDES ARREPIA,OSMAR DE AGOSTINHO NETO,ELSON BRAGA DE MELLO,JETER BOCHNIA"
Centro de Ciencias da Saude,184,EXTRUSÃO APICAL DE DEBRIS DURANTE O USO DE DIFERENTES TÉCNICAS DE INSTRUMENTAÇÃO,"BEATRIZ DE MELO CABRAL MOSQUERA,ISADORA MINERVINI DE AQUINO LEITE,RENATA JORGE DE OLIVEIRA,PATRíCIA DE ANDRADE RISSO,MANOELA TEIXEIRA DE SANT'ANNA DADALTI"
Centro de Ciencias da Saude,727,AÇÃO DE DENTIFRÍCIOS CONTENDO CPP-ACP NA INIBIÇÃO DA EROSÃO DENTÁRIA E DESGASTE SUPERFICIAL DE RESTAURAÇÕES COM CIMENTO DE IONÔMERO DE VIDRO,"JOÃO VICTOR FRAZÃO CÂMARA,ADILIS ALEXANDRIA,ISABELLA BARBOSA DOS SANTOS JUSTINO,THIAGO ISIDRO VIEIRA,ANA MARIA GONDIM VALENÇA,LUCIO MENDES CABRAL,LUCIANNE COPLE MAIA DE FARIA"
Centro de Ciencias da Saude,2506,AVALIAÇÃO DO APRENDIZADO DE CEFALOMETRIA COM ALUNOS DO CURSO DE GRADUAÇÃO EM ODONTOLOGIA,"ERICLES SANTOS,MATILDE DA CUNHA GONÇALVES NOJIMA,ALICE SPITZ,LINCOLN ISSAMU NOJIMA,JOAO LUIZ SAMORA DE CARVALHO,LÍLIAN SIQUEIRA DE LIMA,CAROLINA RIBEIRO STARLING"
Centro de Ciencias da Saude,3596,EFEITO DO MANCHAMENTO DO ESMALTE DENTAL PELA INGESTÃO DE CAFÉ DURANTE O TRATAMENTO CLAREADOR MEDIATO COM PERÓXIDO DE CARBAMIDA A 16%.,"LUINE SOUZA,GISELE DAMIANA PEREIRA,ISABEL FERREIRA BARBOSA,AMARA EULALIA CHAGAS SANTOS"
Centro de Ciencias da Saude,4775,AVALIAÇÃO DA AÇÃO ANTIBACTERIANA IN VITRO DE MÉTODOS QUÍMICOS AUXILIARES UTILIZADOS EM TRATAMENTO RESTAURADOR ATRAUMÁTICO (TRA) FRENTE A STREPTOCOCCUS MUTANS E LACTOBACILLUS CASEI,"AMANDA SOUZA NUNES MONTEIRO,MARIANA LEONEL MARTINS,ANDRÉA GONÇALVES ANTONIO,LUCIANNE COPLE MAIA DE FARIA,CLÁUDIA TAVARES SILVA,PEDRO AMÉRICO FELIZARDO DOS SANTOS"
Centro de Ciencias da Saude,4997,INTERVENÇÃO CIRÚRGICA DE LESÃO PERIRRADICULAR COMO ALTERNATIVA DE TRATAMENTO E PREVENÇÃO DE EVENTOS DE BARODONTALGIA: RELATO DE CASO,"LEANDRO TAVARES DA SILVA,THAIS MACHADO DE CARVALHO COUTINHO,MARILIA FAGURY VIDEIRA MARCELIANO-ALVES"
Centro de Ciencias da Saude,5019,IMPACTO DO TRAUMATISMO DENTÁRIO NA QUALIDADE DE VIDA DE CRIANÇAS/ADOLESCENTES DE 8 A 14 ANOS E SUAS FAMÍLIAS,"LEANDRO TAVARES DA SILVA,THAIS RODRIGUES CAMPOS SOARES,MICHELE LENZI,JACKELINE NOGUEIRA DE PAULA BARROS,JÉSSICA MUNIZ LOUREIRO LOUREIRO,ISABELLE MARIN LEITE,LUCIANA POMARICO,LUCIANNE COPLE MAIA DE FARIA"
Centro de Ciencias da Saude,3005,VIVER X MORRER / GANHAR X PERDER,"SAMUEL STOLIAR,THAMIRES RODRIGUES ROSA FERREIRA LEITE,LARISSA BANDEIRA GUIMARAES,CAROLINE DA COSTA DOS SANTOS,NATHÁLIA DE SOUZA RANGEL,RUTH HELENA PINTO COHEN,MÁRCIA FAJARDO DE FARIA"
Centro de Ciencias da Saude,4273,O BRINCAR NO HOSPITAL E O USO DAS TECNOLOGIAS,"LUCAS OLIVEIRA LIMA,NATHÁLIA DE SOUZA RANGEL,ANNE CAROLINA MARTINS DA SILVA,JOÃO PAULO AARÃO DE OLIVEIRA,RUTH HELENA PINTO COHEN,MÁRCIA FAJARDO DE FARIA"
Centro de Ciencias da Saude,4278,"EXPERIÊNCIA SEXUAL, PREVENÇÃO DA GRAVIDEZ E CONHECIMENTO DE INFECÇÕES SEXUALMENTE TRANSMISSÍVEIS: EDUCAÇÃO E PROMOÇAO DA SAÚDE DE ADOLESCENTES ESCOLARES","MÁRCIA DE ASSUNÇÃO FERREIRA,LAÍS LEONARDO FIEBIG DE FARIA,ANTONIO JOSÉ DE ALMEIDA FILHO,FLÁVIA PACHECO DE ARAÚJO,TÂNIA CRISTINA FRANCO SANTOS,JULYANA GALL DA SILVA,MARIA LUIZA DE OLIVEIRA TEIXEIRA,ALEXANDRE BARBOSA DE OLIVEIRA"
Centro de Ciencias da Saude,4845,CONHECIMENTOS E AUTOCUIDADO DE ADOLESCENTES SOBRE AS TRANSFORMAÇÕES CORPORAIS PRÓPRIAS DA ADOLESCENCIA: EDUCAÇÃO E PROMOÇAO DA SAÚDE DE ESCOLARES,"CAROLINE SANTOS GUIMARÃES,ANTONIO JOSÉ DE ALMEIDA FILHO,FLÁVIA PACHECO DE ARAÚJO,JULYANA GALL DA SILVA,MARIA LUIZA DE OLIVEIRA TEIXEIRA,MÁRCIA DE ASSUNÇÃO FERREIRA,TÂNIA CRISTINA FRANCO SANTOS,ALEXANDRE BARBOSA DE OLIVEIRA"
Centro de Ciencias da Saude,5317,O QUE AS CRIANÇAS DIZEM SOBRE O PROJETO BRINCANTE?,"INGRID INÊZ LOPES DIAS,GABRIEL VIANA LIMA,SARA CRISTINA DA SILVA PASSOS,MÁRIO SÉRGIO,RUTH HELENA PINTO COHEN,MÁRCIA FAJARDO DE"
Centro de Ciencias da Saude,5564,USO E ABUSO DE BEBIDA ALCOÓLICA NA ADOLESCÊNCIA: EDUCAÇÃO E PROMOÇÃO DA SAÚDE DE ESCOLARES,"MÁRCIA DE ASSUNÇÃO FERREIRA,GABRIELLE SILVA MELO,ALEXANDRE BARBOSA DE OLIVEIRA,ANTONIO JOSÉ DE ALMEIDA FILHO,FLÁVIA PACHECO DE ARAÚJO,JULYANA GALL DA SILVA,MARIA LUIZA DE OLIVEIRA TEIXEIRA,TÂNIA CRISTINA FRANCO SANTOS  Performance - Saber em movimento | EXT.PER."
Centro de Ciencias da Saude,3619,MATEMÁGICA CRIANDO PONTES ENTRE O SENSIVEL E O RACIONAL,"ANA LÚCIA ALMEIDA COELHO,MARIA FERNANDA DA SILVA DE CARVALHO MOREIRA,MARCELE CATALDO PEREIRA,ADRIELLI RAMOS DE LIMA,THIAGO DE SOUZA BAPTISTA,GABRIEL NASCIMENTO LOUREIRO"
Centro de Ciencias da Saude,4977,UMA CENA TEATRAL CONSTRUÍDA A PARTIR DA NARRATIVIDADE EM SAÙDE,"NILCEIA FIGUEIREDO,BRUNO PEREIRA STELET,VALÉRIA ROMANO,JORGE JUNIOR,FERNANDA PEREIRA DE FREITAS,ANA PAULA BORGES CARRIJO,EVELIN GOMES ESPERANDIO,CESAR AUGUSTO PARO"
Centro de Ciencias da Saude,5589,CORPO E AURA A CEU ABERTO - OCULOS DO ACONTECIMENTO,"BEATRIZ TAKEITI,MONICA MOREIRA ROCHA,MARIA PAULA CERQUEIRA GOMES,RENATA FARIA,SAMIRA LIMA DA COSTA,DENISE DA SILVA MATTOS,PILAR ROCHA RODRIGUES,EMERSON ELIAS MERHY,THAIS PINHEIRO DE SOUZA OLIVEIRA,MARIA ISAURA NEVES MANDARINO TORRES,LILIANE VEIGA,ANA CAROLINA SOUZA DE OLIVEIRA CANTO"
Centro de Ciencias da Saude,3197,ACOMPANHAMENTO LONGITUDINAL DE FAMÍLIAS EM VULNERABILIDADE SOCIAL PELO AMBULATÓRIO DE PROMOÇÃO DA SAÚDE DA UFRJ,"RICARDO MANNATO BOLELLI,ANA PAULA BORGES CARRIJO,RENATA ESCOSTEGUY MEDRONHO,BEATRIZ MELLO MONTANO,THAÍS CRISTINO MARTINS,MARIANA ARRUDA LEAL PIRES,JULIANA BOSCO SANTOS,VITOR DERIQUEHEM DE ARAUJO SILVA,MARCELA GIANNINI COSTA,AMANDA MIRANDA POTIGUARA PATARO"
Centro de Ciencias da Saude,3319,ANÁLISE EPIDEMIOLÓGICA DOS INDIVÍDUOS DA VILA RESIDENCIAL (ILHA DO FUNDÃO-RJ) VACINADOS CONTRA A GRIPE POR MEIO VISITAS DOMICILIARES REALIZADAS PELO AMBULATÓRIO DE PROMOÇÃO DA SAÚDE (UFRJ),"ROBERTO PEREIRA SANTOS,FERNANDA FREITAS FERNANDEZ,GISELE VIANA PIRES,ROBERTO DE ANDRADE MEDRONHO,LUCAS DALSENTER ROMANO DA SILVA,IZABELLE DA SILVA COSTA,GILMAR JUNIOR,MARIANA ARRUDA LEAL PIRES,MARINA BOLELI DE SALLES,MARIA EDUARDA FREIRE LOPES SENIOR,JORGE ESTEVES TEIXEIRA JUNIOR,BRUNO PEREIRA STELET,RICARDO FARIAS JUNIOR"
Centro de Ciencias da Saude,4568,REESTRUTURAÇÃO DO AMBULATÓRIO DE PROMOÇÃO DA SAÚDE DA UFRJ COM O MÉTODO FOFA,"LUIZA CARVALHO AMBROZINO,GABRIEL QUINTELA RODRIGUES PEREIRA,RICARDO MANNATO BOLELLI,RENATA ESCOSTEGUY MEDRONHO,WILLY VITÓRIA BENFICA,MARIA EDUARDA FREIRE LOPES SENIOR,MARINA CASSIA CIRILO DE CARVALHO,FERNANDA PEREIRA DE FREITAS,ROBERTO DE ANDRADE MEDRONHO"
Centro de Ciencias da Saude,5531,ESTUDO SOBRE O ÍNDICE DE ABANDONO DO TRATAMENTO EM UM CENTRO DE DOENÇA DE ALZHEIMER E OUTROS TRANSTORNOS MENTAIS NA VELHICE NO RJ: UMA PROPOSTA DE INTERVENÇÃO.,"PRISCILA DE AZEREDO MUNIZ,LILIANE LEITE DA SILVA,JAQUELINE DA SILVA"
Centro de Ciencias da Saude,1551,EXCORPOS,"MARIANA TROTTA,MARIANNA SOARES DOS SANTOS ALEXANDRE,VALENTINA PRESTES FITTIPALDI,FÁBIO SILVA DA COSTA"
Centro de Ciencias da Saude,5530,O PROCESSO DE EDIÇÃO E FINALIZAÇÃO DA PRIMEIRA SÉRIE DE VÍDEOS DIDÁTICOS A PARTIR DOS FUNDAMENTOS DA DANÇA DE HELENITA SÁ EARP,"FERNANDA FRANCISCA DE LIMA,MATEUS PAIVA CHAGAS CARNEIRO,ANDRÉ MEYER,ANA CELIA DE SÁ EARP"
Centro de Ciencias da Saude,5750,O PROJETO FOLCLORANDO - REGISTRO EM VÍDEO DA AÇÃO DOS BOLSISTAS.,"FRANK WILSON ROBERTO,ANNE BEATRICE DA SILVA ALVES,FLAVIO BASSAN ALEXANDRE,RITA FÁTIMA ALVES"
Centro de Ciencias da Saude,4962,SOULMINA: A REALIDADE SOCIAL REVELADA,"ALESSANDRA COUTINHO,KARINA SMITH DA SILVA,DESIRÉE VALENTE SPESSOTE,GUSTAVO FIGUEIREDO,VALÉRIA ROMANO"
Centro de Ciencias da Saude,746,VOCÊ ENTROU NA UNIVERSIDADE! QUAL SERÁ SEU DIFERENCIAL A PARTIR DE AGORA? ?,"ELENICE MARIA CORREA,RODOLFO OLIVEIRA DA SILVA,BEATRIZ GONÇALVES DE ALMEIDA PINAGÉ,CÁSSIA CHRISTINA CAMPOS DE SOUZA,JULLIE ANNE GOMES SALES,MARIA CLARA MENEZES DA SILVA,MARTHA GONÇALVES GUEDES NASCIMENTO"
Centro de Ciencias da Saude,2356,O PROCESSO DE CREDITAÇÃO DA EXTENSÃO NA EEFD: UM PANORAMA,"LARA AZEVEDO DOS SANTOS,ANGELA BRÊTAS,MICHELE PEREIRA DE SOUZA DA FONSECA,REBECCA MOREIRA DA ROCHA FORTE,MARIANA PERES,RAQUEL LUDOVINO ALVES SILVA,GABRIEL TROLEZI BATISTA MUINO,VIVIANE EUFRAZINA PACHECO,BRUNO BARBOSA CARVALHO,LUCAS RIBEIRO DE MELO,RAFAEL GONÇALVES DE SOUZA"
Centro de Ciencias da Saude,3130,FEIRA EDUCATIVA DO AMBULATÓRIO DE PROMOÇÃO DA SAÚDE: INSERÇÃO MULTIDISCIPLINAR NA VILA RESIDENCIAL DO FUNDÃO,"JOANA DE ALMEIDA MACHADO,MARIO MANOEL BOTELHO BRANDÃO,ROBERTO DE ANDRADE MEDRONHO,LUMA MOREIRA DA COSTA,ISADORA ARANTES MONTEIRO,BEATRIZ MELLO MONTANO,MARINA CASSIA CIRILO DE CARVALHO,ISABELA LABARBA CARVALHO DE ALMEIDA,GIOVANNA AMARAL DE CARVALHO,RENATA ESCOSTEGUY MEDRONHO,THAÍS CRISTINO MARTINS,GISELE VIANA PIRES,FERNANDA FREITAS FERNAND"
Centro de Ciencias da Saude,3415,O PROJETO DE EXTENSÃO SAÚDE SEXUAL E REPRODUTIVA COMO PROMOTOR DO DIA INTERNACIONAL DA MULHER EM UMA INSTITUIÇÃO DA UFRJ,"ANA BEATRIZ DE AZEVEDO QUEIROZ,CARINA BULCÃO,ANA LUIZA DE OLIVEIRA CARVALHO,ISABELLE MANGUEIRA DE PAULA GASPAR,ISADORA MASSAPUST,RENATA PORTO DOS SANTOS MOHAMED"
Centro de Ciencias da Saude,3554,"PROJETO SAÚDE, EDUCAÇÃO E CULTURA NA PERIFERIA URBANA: OS DESAFIOS DA EXTENSÃO E REFLEXÕES SOBRE AS (IM)POTÊNCIAS DA UNIVERSIDADE","CLARA DE LIMA PATRIZI JORGE,DESIRÉE VALENTE SPESSOTE,GUSTAVO FIGUEIREDO,VALÉRIA ROMANO"
Centro de Ciencias da Saude,3792,AS ESTRIPULIAS DA ALTERIDADE: QUANDO CUIDAR DE SI É UMA PRÁTICA DE SOCIABILIDADE E DESENVOLVIMENTO ENTRE ESTUDANTES E TERCEIRIZADOS NO ALOJAMENTO ESTUDANTIL DA UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,"ALINE BARBOSA SANTIAGO,CARLOS HENRIQUE DANTAS CARDOZO,ISLY SILVA DE OLIVEIRA,GUSTAVO FIGUEIREDO"
Centro de Ciencias da Saude,1370,ANÁLISE METABOLÔMICA DO LEITE BOVINO INDUSTRIALIZADO POR RESSONÂNCIA MAGNÉTICA NUCLEAR (RMN),"NICOLE CAVALCANTE DA SILVA,CAMILA SOUSA CAMPOS DA COSTA,ANA PAULA VALENTE"
Centro de Ciencias da Saude,1427,ANÁLISE METABOLÔMICA DE PÓLENS ALERGÊNICOS ATRAVÉS DE RMN,"DOUGLAS GUIMARÃES DE FREITAS FERNANDEZ,ANA PAULA VALENTE,NICOLE CAVALCANTE DA SILVA,CAMILA SOUSA CAMPOS DA COSTA"
Centro de Ciencias da Saude,1447,MONTAGEM E ANOTAÇÃO DOS GENOMAS MITOCONDRIAIS COMPLETOS DE CINCO ESPÉCIES DE PEIXES DO GÊNERO PROCHILODUS (CHARACIFORMES),"MATEUS DA SILVA VIDAL,ANA TERESA NOGUEIRA DUMANS,FRANCISCO PROSDOCIMI"
Centro de Ciencias da Saude,5133,ANÁLISE PROTEÔMICA DE VESÍCULAS EXTRACELULARES PRODUZIDAS APÓS TRATAMENTO POR VENENO DE B. JARARACA EM CÉLULAS A7R5,"TAISSA NUNES GUERRERO,RAFAEL SARMET MOREIRA UCHÔA,MARJOLLY CARUSO BRÍGIDO,LUCIANA WERMELINGER SERRÃO,RUSSOLINA BENEDETA ZINGALI"
Centro de Ciencias da Saude,5574,MONTAGEM DE NOVO DO GENOMA DO CLOROPLASTO DE LIPPIA ORIGANOIDES KUNTH,"LARISSA HAEROLDE GUIMARÃES,DEISE SCHRODER SARZI,LETÍCIA LOSS DE OLIVEIRA,CASSIA M. SAKURAGUI,FRANCISCO PROSDOCIMI"
Centro de Ciencias da Saude,59,ABORDAGEM DO NÚCLEO RDN PARA APLICAÇÃO DE TOXINA BOTULÍNICA DENTRO DE UM PROGRAMA DE REABILITAÇÃO INFANTIL - APRESENTAÇÃO DE CASO CLÍNICO,"ADRIELLE RODAS FERNANDES,YASMIN CERQUEIRA CALZOLARI,SANDRO RACHEVSKY DORF"
Centro de Ciencias da Saude,297,EFICÁCIA DA INTERVENÇÃO FONOAUDIOLÓGICA NA REABILITAÇÃO DA DISFAGIA OROFARÍNGEA EM INDIVÍDUOS TRAQUEOSTOMIZADOS,"ANDRÊSSA SOUZA,ISABEL DIAS,MARIANA BRENDIM"
Centro de Ciencias da Saude,831,VELOCIDADE E COMPREENSÃO DE LEITURA ORAL E SILENCIOSA NO 5º E NO 9º ANO E SUA CORRELAÇÃO COM A NOMEAÇÃO SERIADA AO LONGO DO ENSINO FUNDAMENTAL.,"ELLEN CARVALHO DE CASTRO,THAYNA RODRIGUES GOMES,RENATA MOUSINHO PEREIRA DA SILVA"
Centro de Ciencias da Saude,895,MODELO PREDITIVO DE FADIGA EM INDIVÍDUOS COM ACROMEGALIA,"THAMIS LARRAT,AGNALDO JOSÉ LOPES,FERNANDO GUIMARAES,GIOVANNA MARTINS REFUNDINI,ISA CABRAL CARNEIRO,VERONICA GARCIA TAVARES,BARBARA SANTANA BELTRÃO DOS SANTOS,MERIELLEN DE CAMPOS,LARISSA MAGDALENA DOS SANTOS,ANDRÉ DA CUNHA MICHALSKI,ARTHUR DE SÁ FERREIRA"
Centro de Ciencias da Saude,3560,INTERAÇÃO GÁS-LÍQUIDO E EXPANSIBILIDADE PULMONAR: COMPARAÇÃO ENTRE DOIS MODOS DE HIPERINSUFLAÇÃO COM VENTILADOR MECÂNICO,"MARIANE GABRIELLE CUNHA LEAL,FERNANDO GUIMARAES,LUCIANA SOUZA DE OLIVEIRA,BEATRIZ DOS SANTOS RIBEIRO"
Centro de Ciencias da Saude,3996,ANÁLISE DA EFICÁCIA DE OFICINAS INTERDISCIPLINARES EM CRIANÇAS COM TRANSTORNOS DE LINGUAGEM E DISLEXIA,"HUGO JORGE DUTRA PEREIRA,ALESSANDRA DE LYRA ARAGÃO,EDUARDO SOUSA,RENATA MOUSINHO PEREIRA DA SILVA"
Centro de Ciencias da Saude,4283,EFEITO DA FISIOTERAPIA CARDIOVASCULAR NA MODULAÇÃO AUTONÔMICA CARDÍACA DURANTE O PÓS OPERATÓRIO DE CIRURGIA CARDÍACA,"MARCOS ADRIANO CARDOSO DOS SANTOS,MICHEL SILVA REIS"
Centro de Ciencias da Saude,4819,DIAGNÓSTICO PRECOCE DO DANO NEURAL EM MEMBROS SUPERIORES DE PACIENTES CASOS NOVOS DE HANSENÍASE UTILIZANDO CORRENTES ELÉTRICAS SENOIDAIS.,"KAMILLA MORANDI,DIOGO CORREIA E SILVA,ANA PAULA FONTANA,CARLOS JULIO TIERRA CRIOLLO,MARIA KATIA GOMES,LEA MIRIAN BARBOSA DA FONSECA"
Centro de Ciencias da Saude,208,ANÁLISE DE MINI-PROMOTORES PARA EXPRESSÃO EM CÉLULAS GANGLIONARES.,"VICTOR GUEDES DE ARAUJO,GABRIEL NASCIMENTO DOS SANTOS,RAFAEL LINDEN,HILDA PETRS SILVA"
Centro de Ciencias da Saude,476,ESTUDO PRAGMÁTICO DA ABORDAGEM MULTIPROFISSIONAL EM PACIENTES COM DOENÇA DE PARKINSON: ACOMPANHAMENTO DE 1 ANO.,"MARIA GIOVANNA VELOSO GUSMÃO,MAURÍCIO PINHO GAMA,VERA LÚCIA SANTOS DE BRITTO,CLYNTON LOURENÇO CORREA,SILVANA ALLODI"
Centro de Ciencias da Saude,894,ESTABELECIMENTO DE UM MODELO IN VITRO DOS EFEITOS NEUROTÓXICOS DO TAMOXIFENO EM CÉLULAS HIPOCAMPAIS MURINAS.,"LOUISE CAROLINE VITORINO,HUGO LIMA SILVEIRA,LITIA ALVES CARVALHO,ANTONIO EGIDIO NARDI,SILVANA ALLODI,LENY CAVALCANTE"
Centro de Ciencias da Saude,1786,CARACTERIZAÇÃO DE UM MODELO DE ACIDENTE VASCULAR ENCEFÁLICO HEMORRÁGICO INDUZIDO POR COLAGENASE EM RATOS,"WILLIAM SIMÕES RANGEL JUNIOR,TANIRA GIARA MELLO,RAPHAEL SANTOS DE ALMEIDA REZENDE DE MATTOS,PAULO HENRIQUE ROSADO DE CASTRO,PEDRO MORENO PIMENTEL COELHO,ROSALIA MENDEZ OTERO"
Centro de Ciencias da Saude,1796,ESTRATÉGIAS PARA GERAÇÃO DE CÉLULAS GANGLIONARES NA RETINA,"VIVIANE VALENÇA,MARIANA S SILVEIRA.,MAURÍCIO ROCHA MARTINS,BEATRIZ CARDOSO DE TOLEDO,PHILIPPE CALOBA,ALEX RESENDE,RODRIGO MARTINS"
Centro de Ciencias da Saude,2202,VALIDAÇÃO DO PROTEOMA DE RETINAS TRATADAS POR TERAPIA GÊNICA COM O TRANSGENE CITOPROTETOR MAX EM MODELO DE GLAUCOMA AGUDO.,"MARCOS ANTONIO FORMIGA,HILDA PETRS SILVA,RAFAEL LINDEN"
Centro de Ciencias da Saude,3980,ANÁLISE DO VOLUME DA LESÃO EM UM MODELO DE ENCEFALOPATIA HIPÓXICO-ISQUÊMICA NEONATAL EM RATOS APÓS A MOBILIZAÇÃO DE CÉLULAS DA MEDULA ÓSSEA POR MEIO DO FÁRMACO AMD3100,"DAIANE APARECIDA SPIESS,ROSALIA MENDEZ OTERO,PEDRO MORENO PIMENTEL COELHO"
Centro de Ciencias da Saude,4122,INTERAÇÃO ENTRE O SISTEMA DOPAMINÉRGICO E O SISTEMA ENDOCANABINOIDE EM LINHAGEM DE CÉLULAS PC12,"YOLANDA PAES COLLI,ANNA CAROLINA REGO COSTA,LUZIA DA SILVA SAMPAIO,FERNANDO GARCIA DE MELO,RICARDO AUGUSTO DE MELO REIS"
Centro de Ciencias da Saude,5235,PROCESSAMENTO CEREBRAL DE PISTAS DE AMEAÇA EM VÍTIMAS DE VIOLÊNCIA URBANA – UM ESTUDO DE RESSONÂNCIA MAGNÉTICA FUNCIONAL,"ALINE BASTOS,BEATRIZ PINHEIRO PALMIE ZITERITH,BRUNA STEPHANNIE NASCIMENTO FERREIRA,VINÍCIUS BOBEK DE ANDRADE LIMA,LAURA BEATRIZ BORGES BASTOS PASQUALETTE,FÁTIMA CRISTINA SMITH ERTHAL"
Centro de Ciencias da Saude,401,GANHO DE MASSA EM RATAS OVARIECTOMIZADAS:O POSSÍVEL PAPEL DA MICROBIOTA INTESTINAL,"MICHAEL PINHEIRO BARBOSA,VINICIUS VIEIRA DE LIMA,LEANDRO MIRANDA-ALVES,DENISE PIRES DE CARVALHO"
Centro de Ciencias da Saude,3500,HOMEOSTASIA DO COBRE NA DIABETES MELLITUS I: ATIVIDADE DA ATPASE DEPENDENTE DE COBRE (ATP7B) EM FÍGADO DE RATOS.,"GABRIELA BATISTA OLIVEIRA DA SILVA,VITóRIA GOMES BOCHNER,LUIZA HELENA DALTRO CARDOSO,ROSILANE TAVEIRA DA SILVA TAVEIRA DA SILVA,JENNIFER LOWE"
Centro de Ciencias da Saude,3840,EFEITO RENOPROTETOR DAS VESÍCULAS EXTRACELULARES DERIVADAS DE CÉLULAS MESENQUIMAIS DO TECIDO ADIPOSO SUBMETIDAS A HIPÓXIA.,"TEBY MELO DA SILVA,JARLENE ALECIA LOPES,FEDERICA COLLINO,RAFAEL SOARES LINDOSO,ADALBERTO RAMÓN VIEYRA"
Centro de Ciencias da Saude,4337,ANÁLISE HISTOMORFOMÉTRICA DA TIREOIDE APÓS EXPOSIÇÃO SUBAGUDA AO CHUMBO EM RATAS ADULTAS,"GLAECIR ROSENI MUNDSTOCK DIAS,JULIANA FRANCO CAMILO,NIEDSON CORREIA DE LIMA JUNIOR,PÂMELLA RODRIGUES DO CARMO,MARCELLE NOVAES ANDRADE,LYCIA DE BRITO GITIRANA,ANDREA CLAUDIA FREITAS FERREIRA,DENISE PIRES DE CARVALHO,LEANDRO MIRANDA-ALVES"
Centro de Ciencias da Saude,4494,CARACTERIZAÇÃO DE NANOMATERIAIS POR MICROSCOPIA DE FORÇA ATÔMICA,"BEATRIZ FERREIRA DE CARVALHO PATRICIO,LIVIA DERIS PRADO,HELVéCIO VINICIUS ROCHA,GILBERTO WEISSMULLER,LUCAS TEIXEIRA"
Centro de Ciencias da Saude,4672,OBTENÇÃO DA PROTEÍNA DE ENVELOPE DO DENV PARA CONFECÇÃO DE KITS DE DIAGNÓSTICO E FERRAMENTAS MOLECULARES DE ESTUDO,"INGRID PALÁCIO MACHADO,JANAINA FIGUEIRA MANSUR,ORLANDO DA COSTA FERREIRA JUNIOR,AMILCAR TANURI,RONALDO DA SILVA MOHANA BORGES"
Centro de Ciencias da Saude,4733,ANÁLISE ESTRUTURAL E BUSCA POR INIBIDORES DA PROTEÍNA NÃO ESTRUTURAL 3 (NS3) DO VÍRUS DA ZIKA,"PAULA JOFILY,PEDRO TORRES,PEDRO PASCUTTI"
Centro de Ciencias da Saude,5450,PROPOSIÇÃO DE UMA AVALIAÇÃO RÁPIDA DA DENSIDADE DO FITOPLÂNCTON A PARTIR DA CLOROFILA-A,"VITÓRIA GONÇALVES,DANIEL VINÍCIUS NEVES DE LIMA,RICARDO ROGERS,SANDRA M F O AZEVEDO"
Centro de Ciencias da Saude,5459,PROSPECÇÃO BIOTECNOLÓGICA DE ISOLADOS BACTERIANOS ANTÁRCTICOS: ESTUDO DA ATIVAÇÃO DA PRODUÇÃO ENZIMÁTICA PELA RADIAÇÃO UV,"CLAUDIA DE ALENCAR SANTOS LAGE,GABRIEL SIMAS CARDOSO RURR,JANINE SIMAS CARDOSO RURR"
Centro de Ciencias da Saude,5498,BIOTECNOLOGIA NA CONSERVAÇÃO: VIABILIDADE TÉCNICA E ECONÔMICA DA APLICAÇÃO DE BIOLOGIA SINTÉTICA EM CONTAMINAÇÃO BIOLÓGICA NA AMÉRICA DO SUL,"LUCAS DA SILVA,MAURO DE FREITAS REBELO"
Centro de Ciencias da Saude,5854,AVALIAÇÃO DO EFEITO INDIRETO DE DAPHNIA LAEVIS (CLADOCERA) NA CIANOBACTÉRIA MICROCYSTIS AERUGINOSA NPLJ-4,"THIAGO RODRIGUES,SANDRA M F O AZEVEDO,DANIEL VINÍCIUS NEVES DE LIMA"
Centro de Ciencias da Saude,30,BIODEGRADAÇÃO DE MICROCISTINA-LR POR MICRORGANISMOS ISOLADOS E EM CONSÓRCIO DA LAGOA DE JACAREPAGUÁ-RJ,"VALÉRIA FREITAS DE MAGALHÃES,FELIPE VIANNA GARRUTE,ALLAN AMORIM SANTOS,ANA BEATRIZ PACHECO,RAFAEL BARBOSA LELIS"
Centro de Ciencias da Saude,884,ANÁLISE DA INTERAÇÃO ENTRE A PROTEÍNA NS1 DO VÍRUS DA DENGUE TIPO 2 E CD14 DE MONÓCITOS HUMANOS,"PEDRO HENRIQUE NASCIMENTO CARNEIRO DA SILVA,DANIELE CRISTINA PASSOS DA ROCHA,IAMARA DA SILVA ANDRADE,FLÁVIO MATASSOLI,JONAS NASCIMENTO CONDE,LUCIANA BARROS DE ARRUDA,RONALDO DA SILVA MOHANA BORGES"
Centro de Ciencias da Saude,1133,VISUALIZANDO O GENOMA DO BARBEIRO NO NAVEGADOR DE GENOMAS DA UFRJ,"MARC ANDRE MICHAEL THORSTEN SAMMETH,ANA LÍDIA PIRES DE ASSIS PINTO,MARIANA OMENA,ANNA CAROLINA SILVA GARCIA"
