Local,Trabalho,Título,Autores/Participantes
Centro de Letras e Artes,1578,O ENSINO DE INDUMENTÁRIA NA ESCOLA DE BELAS ARTES DA UFRJ,"MADSON LUIS GOMES DE OLIVEIRA,FELIPE COSTA DA SILVA,BRUNO DE OLIVEIRA VILLAçA GUEDES"
Centro de Letras e Artes,1864,"SOFIA JOBIM, FIGURINISTA","VITOR TADEU DIRAMI BERRIEL,MARIA CRISTINA VOLPI NACIF,VANESSA TRINDADE CORDEIRO"
Centro de Letras e Artes,4521,A CASACA DO EMBAIXADOR: UM OLHAR SOBRE A INDUMENTÁRIA BRASILEIRA NO ÂMBITO DA POLÍTICA DIPLOMÁTICA DO PAÍS,"THAIENNY MORENO,CAROLINA CASARIN DA FONSECA HERMES,MARIA CRISTINA VOLPI NACIF"
Centro de Letras e Artes,17,AU FIL DE L'ART: A LINGUAGEM DOS QUADRINHOS E A HISTÓRIA DA PINTURA,"MARCUS VINICIUS DE PAULA,LUCAS ALMEIDA DE MELO"
Centro de Letras e Artes,116,CULTURA E OPULÊNCIA: RELEITURA E ILUSTRAÇÃO,"JOSé LEANDRO LOPES ARAúJO,AURELIO ANTONIO MENDES NOGUEIRA,ADHERBAL ARTIGIANI NETO,FLÁVIA FONTES,DOUGLAS DO NASCIMENTO SUZANO,MARIANA SILVA RODRIGUES,MARIANA DALTRO MELIANDE,POLIANA DA SILVA PAIXÃO,ALEPH LANA DA COSTA ARCHANJO"
Centro de Letras e Artes,131,RABISCOS TRIDIMENSIONAIS,"DOUGLAS DO NASCIMENTO SUZANO,AURELIO ANTONIO MENDES NOGUEIRA,ADHERBAL ARTIGIANI NETO,FLÁVIA FONTES,JOSé LEANDRO LOPES ARAúJO,GIOVANNA RITA RABELO DE MATOS SILVA ARRUDA,MARCELLE LATEEFAH SIMÕES DA ROCHA,GABRIELLE CARVALHO FERREIRA,ALEPH LANA DA COSTA ARCHANJO"
Centro de Letras e Artes,1172,HABITAT CASEIRO: EXPLORANDO O EU-CRIADOR,"LUISA FRANCESCUTTI,LEONARDO VENTAPANE PINTO DE CARVALHO"
Centro de Letras e Artes,1174,PARÂMETROS PARA ‘GRAFISMOS FUNCIONAIS’ EM REPRESENTAÇÕES BOTÂNICAS,"TATIANA ALVES DE LIMA MORAES BASTOS,VICENTE CERQUEIRA"
Centro de Letras e Artes,1307,A ILUSTRAÇÃO CIENTÍFICA PARA 'GRAFISMOS FUNCIONAIS' EM ZOOLOGIA,"KATHERINE MARTINS,VICENTE CERQUEIRA"
Centro de Letras e Artes,1339,ILUSTRAÇÃO TÉCNICO-CIENTÍFICA: PARÂMETROS PARA GRAFISMOS FUNCIONAIS EM GEOGRAFIA,"SHIRLEY GOMES DE OLIVEIRA,VICENTE CERQUEIRA"
Centro de Letras e Artes,4322,INFLUÊNCIA DOS ESTEREÓTIPOS SOBRE PESSOAS NEGRAS NAS TÉCNICAS DE REPRESENTAÇÃO GRÁFICA EM HISTÓRIAS EM QUADRINHOS,"MARIA CRISTINA MIRANDA DA SILVA,JOSÉ FERNANDO ROSA JUNIOR"
Centro de Letras e Artes,44,CARTOGRAFIA DAS INTERVENÇÕES TEMPORÁRIAS NO RIO DE JANEIRO,"ADRIANA SANSãO FONTES,ALINE MOREIRA FERNANDES BARATA,ANA CAROLINA MORENO DE ALMEIDA,THAIS DA SILVA FARIA,LARISSA NEVES DA CUNHA CARDOSO,ANA CLARA ALBUQUERQUE,LETICIA MARTINS DO VALLE,VICTOR MOTTA"
Centro de Letras e Artes,45,INTERVENÇÃO E DIFUSÃO DO TEMPORÁRIO NO RIO DE JANEIRO,"ADRIANA SANSãO FONTES,ALINE MOREIRA FERNANDES BARATA,ANA CAROLINA MORENO DE ALMEIDA,ANA CLARA ALBUQUERQUE,THAIS DA SILVA FARIA,VICTOR MOTTA,LETICIA MARTINS DO VALLE,LARISSA NEVES DA CUNHA CARDOSO"
Centro de Letras e Artes,46,INTERVENÇÕES TEMPORÁRIAS E URBANISMO TÁTICO NO RIO DE JANEIRO,"ADRIANA SANSãO FONTES,ANA CAROLINA MORENO DE ALMEIDA,ANA CLARA ALBUQUERQUE,LETICIA MARTINS DO VALLE,THAIS DA SILVA FARIA,VICTOR MOTTA,LARISSA NEVES DA CUNHA CARDOSO,GABRIELLE ROCHA"
Centro de Letras e Artes,84,ESPAÇOS INSÓLITOS CARIOCAS,"PEDRO VITOR RIBEIRO COSTA,VICTóRIA HELENA MICHELINI JUNQUEIRA,LILIAN VAZ,CLAUDIA SELDIN"
Centro de Letras e Artes,722,RELAÇÃO ENTRE PRESERVAÇÃO E OCUPAÇÃO DE ÁREAS VERDES NO RIO DE JANEIRO: UMA PROPOSTA METODOLÓGICA,"ELIANE BESSA,BÁRBARA BOY OLIVEIRA,CAROLINE PEREIRA DA SILVA"
Centro de Letras e Artes,2452,HABITAR A CIDADE DO RIO DE JANEIRO: UMA INVESTIGAÇÃO DO TECIDO URBANO,"RODRIGO VIEIRA DELFINO,MARIA CAROLINA DE OLIVEIRA DURIEZ,MARIA PAULA ALBERNAZ"
Centro de Letras e Artes,3286,HORTAS URBANAS NO RIO DE JANEIRO: MAPEAMENTO E VISUALIZAÇÃO DE DADOS,"LUCIA MARIA SA ANTUNES COSTA,DENISE BARCELLOS PINHEIRO MACHADO,LARISSA ELISA DA SILVA SILVEIRA,VICTORIA DINIZ SACAGAMI,ADRIELLY DE BRITO IDALGO"
Centro de Letras e Artes,3753,TECIDOS URBANOS E SUAS BORDAS: ESTUDO DAS TRANSIÇÕES MORFOLÓGICAS E ESPACIAIS NA ÁREA PORTUÁRIA DO RIO DE JANEIRO,"JOANA MUZY LOPES,CARLOS EDUARDO FEFERMAN,DENISE BARCELLOS PINHEIRO MACHADO"
Centro de Letras e Artes,325,AQUISIÇÃO DAS LÍQUIDAS DO PB EM CONTEXTOS DE ONSET: UMA ANÁLISE OTIMALISTA,"BRUNA MACHADO,GEAN DAMULAKIS"
Centro de Letras e Artes,1841,A FORMAÇÃO DE DIMINUTIVOS: UM ESTUDO COMPARATIVO ENTRE ANTROPÔNIMOS E SUBSTANTIVOS COMUNS,"MAYARA DUARTE,GEAN DAMULAKIS"
Centro de Letras e Artes,2505,"POR QUE OS FALANTES DO PORTUGUÊS ENGOLEM UM ""FIGADOZINHO"" MAS NÃO UM ""FIGADINHO""?","JULIA CATALDO LOPES,VERÔNICA DE ARAÚJO DORNELAS DUTRA,ANDREW IRA NEVINS"
Centro de Letras e Artes,2876,SOBRE A TRANSFERÊNCIA REGRESSIVA – POSSÍVEL INFLUÊNCIA DA TIPOLOGIA LINGUÍSTICA,"BRENDA DA SILVA BARRETO,ANDREW IRA NEVINS,GEAN DAMULAKIS"
Centro de Letras e Artes,5238,UMA ABORDAGEM EXPERIMENTAL SOBRE OS GATILHOS DO SUBJUNTIVO E A DEFECTIVIDADE NO PB,"THAÍS DE SOUZA LOPES SILVEIRA,ANDREW IRA NEVINS,GEAN DAMULAKIS"
Centro de Letras e Artes,718,A VARIÁVEL CONCORDÂNCIA DE 1° PESSOA DO SINGULAR EM PORTUGUÊS KAXINAWÁ (HUNI-KUIN),"TAINÁ AGDA RIBEIRO VASQUES,BEATRIZ PROTTI CHRISTINO"
Centro de Letras e Artes,1170,UM ESTUDO COMPARATIVO DOS PADRÕES FONOTÁTICOS DO PORTUGUÊS DO BRASIL E DO MBYÁ GUARANÍ,"JAQUELINE DOS SANTOS PEIXOTO,CAROLINA DE CASTRO MONTEIRO"
Centro de Letras e Artes,4598,HÁ UMA CLASSE DE ADJETIVOS EM GUARANI E EM PAUMARI?,"VICTORIA BRAZ SOUZA,MARCIA MARIA DAMASO VIEIRA"
Centro de Letras e Artes,4642,A FUNÇÃO DOS MORFEMAS CAUSATIVOS NA CATEGORIZAÇÃO DAS PALAVRAS EM GUARANI E PAUMARÍ,"MARCIA MARIA DAMASO VIEIRA,CAIO MIEIRO MENDONçA"
Centro de Letras e Artes,551,O TRAÇO NASAL NO PORTUGUÊS DO BRASIL: UM OLHAR PARA OS CASOS NÃO PROTOTÍPICOS,"PAULA PINHEIRO COSTA,CARLOS ALEXANDRE VICTORIO GONÇALVES"
Centro de Letras e Artes,2336,COMPOSIÇÃO NEOCLÁSSICA: ALOMORFIA DE RADICAIS E SELEÇÃO DE VOGAL FRONTEIRIÇA,"PAULO RICARDO MIRANDA LEITE,CARLOS ALEXANDRE VICTORIO GONÇALVES,NEIDE HIGINO DA SILVA"
Centro de Letras e Artes,3014,"A ENTOAÇÃO DAS INTERROGATIVAS DISJUNTIVAS NO ÂMBITO DE TRÊS REGIÕES BRASILEIRAS – NORDESTE, SUDESTE E SUL","LEONARDO MACHADO,CLáUDIA CUNHA"
Centro de Letras e Artes,3600,A UNIVERSALIDADE DA PROSÓDIA EMOCIONAL,"ALERIA CAVALCANTE LAGE,ARTHUR ANTONIO RANGEL DE SÁ OLIVEIRA DINIZ,NATHACIA LUCENA RIBEIRO"
Centro de Letras e Artes,5401,(RE)ANALISANDO O TTK: UMA PROPOSTA POR RANKING DE RESTRIÇÕES,"FELIPE DA SILVA VITAL,CARLOS ALEXANDRE VICTORIO GONÇALVES"
Centro de Letras e Artes,2382,IMAGENS NEGRAS À LUZ DA SURDEZ: UM OLHAR DIALÓGICO SOBRE GOYA.,"AIRTON MORAIS DA SILVA JUNIOR,DANIELLE CRISTINA MENDES PEREIRA"
Centro de Letras e Artes,3160,POR UMA POÉTICA DAS JANELAS: ESTUDOS DE ALTERIDADE NA OBRA DE AFONSO CRUZ,"LARISSA COSTA,LUCIANA SALLES"
Centro de Letras e Artes,3825,ENCICLOPÉDIAS E MÁQUINAS: A CONSTRUÇÃO DO INFINITO EM AFONSO CRUZ E BIOY CASARES,"GABRIELLA MIKALOSKI PINTO DA SILVA,LUCIANA SALLES"
Centro de Letras e Artes,3920,"CINEMA E SURDEZ: ENTRE AMORES E AFETOS, A CONSTRUÇÃO DE OLHARES SOBRE O SUJEITO SURDO","TALITA OLIVEIRA DA SILVA,RAPHAELA ALVES DE SOUSA,DANIELLE CRISTINA MENDES PEREIRA"
Centro de Letras e Artes,3933,CINEMA E SURDEZ: A REPRESENTAÇÃO ARTÍSTICA DA SURDEZ A PARTIR DO DIÁLOGO ENTRE LITERATURA E CINEMA. CARINNE LIRA E GEOVANA ZALTMAN SADCOVITZ,"CARINNE LIRA,GEOVANA ZALTMAN SADCOVITZ,TERESA DIAS CARNEIRO"
Centro de Letras e Artes,4805,O ESPAÇO DO INFINITO: A SUBJETIVIDADE FORJADA NA SOLIDÃO DO ARTISTA,"MARCIA MATOS,LUCIANA SALLES"
Centro de Letras e Artes,1906,AS PAUSAS DE MÁRIO QUINTANA,"CLARISSA BATISTA ASSUMPçãO,MARIA LUCIA GUIMARÃES DE FARIA"
Centro de Letras e Artes,2700,IMAGÉTICA SENSORIAL E O DESEJO INTERDITO EM CRUZ E SOUSA,"LILIAN DA COSTA CRUZ,MARIA LUCIA GUIMARÃES DE FARIA"
Centro de Letras e Artes,3357,ÁLVARES DE AZEVEDO E A IRONIA COMO PRINCÍPIO DE CONSTRUÇÃO,"FERNANDO TADEU PINTO,MARIA LUCIA GUIMARÃES DE FARIA"
Centro de Letras e Artes,3597,SOLTURAS E RASURAS NA POÉTICA DE ANA CRISTINA CESAR,"RAFAELA NOGUEIRA BARBOSA,ANÉLIA MONTECHIARI PIETRANI"
Centro de Letras e Artes,4748,FRAGMENTOS E O POEMA EM PROSA EM MURILO MENDES,"LEONARDO DE PAULA FERREIRA,GILBERTO ARAÚJO"
Centro de Letras e Artes,834,"A TRADUÇÃO AO PORTUGUÊS BRASILEIRO DO ENTREMEZ LA CAMPANILLA, DE AGUSTÍN MORETO: EXPERIÊNCIA E AUTOCORREÇÃO","LARISSA RIBAS BIBAN,EDUARDA VAZ GUIMARÃES,MIGUEL ANGEL ZAMORANO HERAS"
Centro de Letras e Artes,1089,"PROBLEMAS, ESTRATÉGIAS E SOLUÇÕES NA TRADUÇÃO AO PORTUGUÊS DE ENTREMEZES DO SÉCULO DE OURO","RAFAELA IRIS TRINDADE FERREIRA,MIGUEL ANGEL ZAMORANO HERAS"
Centro de Letras e Artes,1210,"ESTRATÉGIAS PARA A MANUTENÇÃO DO CARÁTER E DO SENTIDO DA COMICIDADE NA TRADUÇÃO DE LA GUARDA CUIDADOSA, DE CERVANTES","DESIRÉE CARDOSO PEREIRA BICACO,GIOVANNA DE OLIVEIRA FRANÇA,MIGUEL ANGEL ZAMORANO HERAS"
Centro de Letras e Artes,2563,HOMERO EM CENA: AN ILIAD E A NOVA PERSPECTIVA PERFORMÁTICA DA ÉPICA,"TATIANA OLIVEIRA RIBEIRO,CATARINA VIANA PEREIRA"
Centro de Letras e Artes,3269,TRADUÇÃO DA MARGINALIDADE DO SÉCULO DE OURO ESPANHOL ATRAVÉS DO ENTREMEZ ANÔNIMO DE MAZALQUIVÍ,"FABIANA FERNANDES EMERICK,MIGUEL ANGEL ZAMORANO HERAS"
Centro de Letras e Artes,4679,"REFLEXÕES SOBRE AS TRADUÇÕES DIRETA E INDIRETA DO ROMANCE ""O IDIOTA"" DE F. M. DOSTOIÉVSKI","PAMELA DE SIMAS RODRIGUES,SONIA BRANCO SOARES"
Centro de Letras e Artes,469,A ABORDAGEM DO COMPONENTE GRAMATICAL E O TRATAMENTO DA PONTUAÇÃO: UM PANORAMA DOS CADERNOS PEDAGÓGICOS DO MUNICÍPIO DO RIO DE JANEIRO.,"LUIZ FELIPE DA SILVA DURVAL,SILVIA RODRIGUES VIEIRA"
Centro de Letras e Artes,493,STATUS DO DESGARRAMENTO EM REDAÇÕES DE VESTIBULANDOS,"DAVID NOVAES CIDADE,VIOLETA VIRGINIA RODRIGUES"
Centro de Letras e Artes,2841,A CONSTRUÇÃO DA NORMATIZAÇÃO NO SÉCULO XX: MEMÓRIA ORAL E ENSINO DE LÍNGUA PORTUGUESA NO CMRJ.,"AFRANIO GONÇALVES BARBOSA,VIVIANE ROSA DE OLIVEIRA"
Centro de Letras e Artes,3365,COMO ESCREVE O ALUNO INGRESSANTE NO CURSO DE LETRAS DA UFRJ?,"JULIANA MARINS,AMANDA MASSANTE PEIXOTO TRACERA,ISABELLE COSTA"
Centro de Letras e Artes,5738,A CONSTRUÇÃO DA NORMATIZAÇÃO NO SÉC. XX: MEMÓRIA ORAL DO ENSINO DE LÍNGUA PORTUGUESA EM ESCOLAS DE FORMAÇÃO DE NORMALISTAS NA CIDADE DO RIO DE JANEIRO,"AFRANIO GONÇALVES BARBOSA,ANA PAULA GOMES LOPEZ"
Centro de Letras e Artes,532,AS CONSTRUÇÕES DE TOPICALIZAÇÃO NOS GÊNEROS TEXTUAIS EDITORIAL E TEXTO OPINATIVO,"CAROLINA DA SILVA ALVES,MÔNICA ORSINI"
Centro de Letras e Artes,871,CONSTRUÇÕES DE DESLOCAMENTO À ESQUERDA E DE TÓPICO PENDENTE COM RETOMADA NO GÊNERO TEXTUAL CRÔNICA.,"CAROLINA DE FÁTIMA GIL DA SILVA,MÔNICA ORSINI"
Centro de Letras e Artes,1521,AS CONSTRUÇÕES DE TÓPICO MARCADO EM CARTAS DE LEITOR NOS JORNAIS O GLOBO E EXTRA.,"NELIANE DA CRUZ GALO,MÔNICA ORSINI"
Centro de Letras e Artes,4764,A MANIFESTAÇÃO DO FOCO E SUAS CONSTRUÇÕES NO PORTUGUÊS BRASILEIRO,"CAMILLE LOUISE NOVAIS VICENTE,MARIA LUIZA BRAGA"
Centro de Letras e Artes,449,SOBRE A CONCORDÂNCIA DE TERCEIRA PESSOA DO PLURAL: ASPECTOS SOCIAIS E LINGUÍSTICOS,"BRUNA MARTINS,DINAH CALLOU"
Centro de Letras e Artes,900,O SUJEITO PRONOMINAL EM CONVERSAS RECENTES DE CARIOCAS NO FACEBOOK,"LETÍCIA DA SILVA GUIMARÃES,VERA LUCIA PAREDES PEREIRA DA SILVA"
Centro de Letras e Artes,1237,A VARIAÇÃO DO OBJETO DIRETO DE 3ª PESSOA EM CONVERSAS ENTRE JOVENS CARIOCAS PELO CHAT DO FACEBOOK,"ANDREI FERREIRA DE CARVALHAES PINHEIRO,VERA LUCIA PAREDES PEREIRA DA SILVA"
Centro de Letras e Artes,1458,A POSIÇÃO DO SUJEITO NO PORTUGUÊS BRASILEIRO E EUROPEU EM ESTRUTURAS QUE EXPRESSAM MODALIDADE,"MARIA EUGENIA LAMMOGLIA DUARTE,MYLLENA CRISTINA BARBALHO DUTRA"
Centro de Letras e Artes,1463,A EXPRESSÃO PRONOMINAL DO SUJEITO DE REFERÊNCIA DEFINIDA: UMA ANÁLISE CONTRASTIVA ENTRE PE E PB,"MARIA EUGENIA LAMMOGLIA DUARTE,EDUARDO PATRICK REZENDE DOS REIS"
Centro de Letras e Artes,1827,"A ASCENSÃO DO CORPO EM DETRIMENTO DA IDENTIDADE: UMA LEITURA DE A FÚRIA DO CORPO, DE JOÃO GILBERTO NOLL","LORHAN SAAR,MARLON AUGUSTO BARBOSA,MARCELO DINIZ"
Centro de Letras e Artes,2468,PRODUÇÕES LITERÁRIAS TRANSGÊNERAS NO BRASIL – LITERATURA TRANS,"THAÍS BORGES FONSECA MEDEIROS,SERGIO LUIZ BAPTISTA SILVA"
Centro de Letras e Artes,2825,"NÃO É SÓ LITERATURA, É UMA BANANA: UMA ANÁLISE DO PORNOGRÁFICO EM HILDA HILST","MYLENA FERNANDES BORGES,MARLON AUGUSTO BARBOSA,MARCELO DINIZ"
Centro de Letras e Artes,3125,"A REPRESENTATIVIDADE QUEER EM ""YURI ON ICE""","DIOGO PRADO,LUCIANA SALLES"
Centro de Letras e Artes,4282,"ENQUADRAMENTO E PRECARIEDADE DOS CORPOS NAS CENAS DE ESTUPRO EM ANATOMIA DO PARAÍSO, DE BEATRIZ BRACHER E DETONADO, DE SARAH KANE","THAÍS MAIA CHAGAS,BEATRIZ RESENDE"
Centro de Letras e Artes,302,"O PENTATEUCO FEMININO: ESTUDO SOBRE AS MEGUILOT NA BÍBLIA HEBRAICA. CÂNTICO DOS CÂNTICOS, ANÁLISE DO DISCURSO EM PERSPECTIVA ALEGÓRICA.","CLáUDIA ANDRéA PRATA FERREIRA,MICHAEL HOLANDA  DE ANDRADE"
Centro de Letras e Artes,1364,ATEÍSMO NA ANTIGUIDADE CLÁSSICA: JUDEUS NAS HISTÓRIAS DE TÁCITO (SÉCULO II E.C.),"JONATAS FERREIRA DE LIMA SOUZA,LUIZ KAROL"
Centro de Letras e Artes,1415,A GERAÇÃO DOS PIONEIROS: UM OLHAR CRÍTICO SOBRE A POESIA DE RACHEL,"LEOPOLDO OSORIO CARVALHO DE OLIVEIRA,ISABELLE DE BRITO MALTE PERROUT"
Centro de Letras e Artes,3400,TRANSMUTAÇÃO TRANSCRIATIVA: O POEMA EMOLDURADO E A MOLDURA DO POEMA,"SERGIO ALEXANDRE NOVO SILVA,ANDREA G. LOMBARDI"
Centro de Letras e Artes,3588,A REPRESENTAÇÃO DA RAINHA DE SABÁ NO ALCORÃO,"CRISTIANE VIEIRA RIBEIRO DE OLIVEIRA,CELIA DANIELE MOREIRA DE SOUZA"
Centro de Letras e Artes,368,PEGADA NAS ESCOLAS: UMA AÇÃO TRANSDISCIPLINAR DE EDUCAÇÃO NÃO FORMAL DIRIGIDA AOS ESTUDANTES DO SEXTO AO NONO ANO DE ESCOLAS PÚBLICAS DO RIO DE JANEIRO,"ALINE ROMéRO,RENATA LOUREIRO DE MOURA,BEANY GUIMARAES MONTEIRO,ELVIS NOBREGA DE ALCANTARA,NICOLE MOTA GRANATO,NICOLLE LOPES MOTTA,THAÍS PINTO BRAGA,LOUISE HAMOND REGUA MANGIA,CLARA KLEIN CURI"
Centro de Letras e Artes,1244,DESENHO LIVRE – BIDIMENSIONAL E TRIDIMENSIONAL,"MARINA PEREIRA DE MENEZES DE ANDRADE,DALILA DOS SANTOS CERQUEIRA PINTO,ARIANE PEREIRA DA SILVA,ÁQUILA SANTANA CAETANO,DHAVID AMADEUS VIEIRA DE REZENDE,LUCAS MOURA"
Centro de Letras e Artes,3646,"À LUZ DAS NARRATIVAS: TEMPOS, MEMÓRIAS E IDENTIDADES NEGRAS","GABRIELLE NASCIMENTO BATISTA,ANTONIO MOREIRA DE AZAMBUJA RODRIGUES,MAYARA RODRIGUES VIANA,ALINE BARBOSA SANTIAGO,CARLA DA COSTA DIAS,DEISE PIMENTA"
Centro de Letras e Artes,3847,O ESPAÇO MEMORIAL CARLOS CHAGAS FILHO SOB O OLHAR DA CONSERVAÇÃO PREVENTIVA: PLANO DE GERENCIAMENTO DE RISCOS.,"PAULA MASCARENHAS DE SÁ,BÁRBARA LUIZA SILVA LUNARDI,CILENE DE SOUZA BISPO,ERIKA NEGREIROS,MILENA BARBOSA BARRETO,OLAF MALM"
Centro de Letras e Artes,4554,INCLUINDO PELAS ARTES,"MARCELE FLORENCIO DE OLIVEIRA,MARIA ALICE MARQUES DA SILVA DA COSTA,EDIMILSON SILVA"
Centro de Letras e Artes,5288,A DIVULGAÇÃO CIENTÍFICA E A DIVULGAÇÃO DO SABER GERADO NA UNIVERSIDADE,"ISADORA VICENTE ROBINAULT,ELEONORA KURTENBACH,ISABEL GOMES"
Centro de Letras e Artes,185,PLENO SENTIDO - EM BUSCA DO EMPODERAMENTO DA CRIANÇA COM DEFICIÊNCIA VISUAL,"FATIMA SILVA DE ABREU,ANNA BEATRIZ ACCIOLY FERNANDES,ELIZABETH MOTTA JACOB"
Centro de Letras e Artes,1072,DESVIOS NA REPRESENTAÇÃO DE ONSET COMPLEXO NA ESCRITA DE JOVENS E ADULTOS,"ELIETE FIGUEIRA BATISTA DA SILVEIRA,JÉSSICA DA COSTA PINHEIRO,ANA PAULA DE ABREU COSTA DE MOURA"
Centro de Letras e Artes,1289,“OUTRAR-SE”: O EXERCÍCIO DA ALTERIDADE NO CAP LITERÁRIO 2017,"MARIANA FORTES MAIA,LORENNA BOLSANELLO DE CARVALHO"
Centro de Letras e Artes,3729,"IMPACTO DE OCUPAÇÕES CULTURAIS E MUSICAIS NA MARÉ ENTRE ORGANIZADORES, MÚSICOS E PÚBLICOS.","SAMUEL MELLO ARAUJO JUNIOR,ALEXANDRE DIAS DA SILVA,ALICE EMERY,CHRISTINE JONES,DIOGO BEZERRA DO NASCIMENTO,ISABELLA DE SANTANA ROSA,JORGE MAIA,JULIANA CATININ,RODRIGO CâMARA CERQUEIRA"
Centro de Letras e Artes,3736,CAP LITERÁRIO 2017: UM RELATO DE VIAGEM,"NATHáLIA SOARES,LORENNA BOLSANELLO DE CARVALHO"
Centro de Letras e Artes,4243,"‘CARAS BARATAS,’: DE ESPADAS DE TREINO A OUTROS OBJETOS PONTIAGUDOS.","GABRIEL HENRIQUE FARIA GONÇALVES,FELIPE CAVALCANTE DE ANDRADE,ANA CRELIA PENHA DIAS"
Centro de Letras e Artes,4788,A RUPTURA DO TRADICIONAL : A ARTE NO LIVRO,"THAISA CAMBIANO JANNINI DE SÁ,VICTORIA SANTOS CORCINI CORREA,MAURO FAINGUELERNT,NICOLI CHAGAS,GABRIELA DUTRA MELLO,MARIANA NIGRO,ANA BEATRIZ MENESES ARES BORGES DA SILVA,REBECA ALBERTASS D AVEIRO,BRUNA MARTINS"
Centro de Letras e Artes,824,A PRODUÇAO ESCRITA EM PB L2 NO GÊNERO E-MAIL DE SURDOS UNIVERSITÁRIOS: UM ESTUDO DESCRITIVO,"HOSANA SHEILA DA SILVA ROSA XAVIER,LIA ABRANTES ANTUNES SOARES,ROBERTO FREITAS JUNIOR"
Centro de Letras e Artes,4477,"AS PERSONAGENS FEMININAS NO ROMANCE A INTRUSA (1908), DE JÚLIA LOPES DE ALMEIDA.","LUCIANA COUTINHO LEONIDAS PASSOS,GILBERTO ARAÚJO"
Centro de Letras e Artes,1294,IDENTIDADE E DIFERENÇA: NARRATIVAS IDENTITÁRIAS DE SURDOS NEGROS,"DÉBORA CARMEM DE SOUZA PAULO,PAULO ROBERTO TONANI DO PATROCÍNIO"
Centro de Letras e Artes,1414,A SURDEZ COMO DIFERENÇA: UMA LEITURA TEÓRICA.,"DDINáH MARIA,PAULO ROBERTO TONANI DO PATROCÍNIO"
Centro de Letras e Artes,2335,TRADUÇÃO DE LIBRAS PARA PORTUGUÊS: UM ESTUDO INICIAL,"EBERSON DOS SANTOS SARMENTO,TERESA DIAS CARNEIRO"
Centro de Letras e Artes,2376,CINEMA E SURDEZ: O PAPEL DOS INTÉRPRETES/TRADUTORES DE LÍNGUA DE SINAIS EM FILMES TEMÁTICOS SOBRE A SURDEZ,"DANIEL MONTEIRO PEREIRA,TERESA DIAS CARNEIRO"
Centro de Letras e Artes,1492,RELEITURA E ASPECTOS SOCIOPOLÍTICOS DAS LETRAS DO GRUPO RACIONAIS MC’S,"ANA CAROLINA CUSTÓDIO DO AMARAL,PAULO ROBERTO TONANI DO PATROCÍNIO"
Centro de Letras e Artes,2080,O ESCRITOR-PERSONAGEM EM JOÃO DO RIO E COELHO NETO,"ROBSON SILVA RIBEIRO,GILBERTO ARAÚJO"
Centro de Letras e Artes,3928,A POESIA DE CECÍLIA MEIRELES: HISTÓRIA E IMAGINAÇÃO,"EDUARDO COELHO,DJANE SALGADO PAVAN MAÇÃO"
Centro de Letras e Artes,4592,A VIAGEM E A GÊNESE EM GUIMARÃES ROSA,"IVAN DA ROCHA HANAUER,EDUARDO GUERREIRO BRITO LOSSO"
Centro de Letras e Artes,802,WATERFRONT NO RIO DE JANEIRO: AS RECENTES TRANSFORMAÇÕES NA PAISAGEM,"RODRIGO CURY PARAIZO,LEANDRO GARCEZ SACILOTTO,MATHEUS LIMA RODRIGUES,JAMES MIYAMOTO"
Centro de Letras e Artes,803,"OS ""NOVOS"" ESPAÇOS LIVRES PÚBLICOS NA ZONA PORTUÁRIA DO RIO DE JANEIRO, RJ","JAMES MIYAMOTO,MATHEUS LIMA RODRIGUES,LEANDRO GARCEZ SACILOTTO,RODRIGO CURY PARAIZO"
Centro de Letras e Artes,2437,"TECNOLOGIAS E SISTEMAS CONSTRUTIVOS NA PRODUÇÃO DA HABITAÇÃO DE INTERESSE SOCIAL NO BRASIL: DIÁLOGOS COM A OCUPAÇÃO SOLANO TRINDADE EM DUQUE DE CAXIAS, RJ.","LUCIANA DA SILVA ANDRADE,FERNANDO CESAR NEGRINI MINTO,FERNANDA PETRUS,ARIANE PEREIRA DA SILVA,JOANA SPADACCINI GRANGEIRO,CAROLINA FRANCO NETO LAINO,JOHANNA WEGLINSKI"
Centro de Letras e Artes,2478,"PROJETO URBANO E HABITACIONAL: INTERFACES ENTRE CONHECIMENTO TÉCNICO E POPULAR NA OCUPAÇÃO SOLANO TRINDADE, DUQUE DE CAXIAS, RJ.","LUCIANA DA SILVA ANDRADE,IRENE DE QUEIROZ E MELLO,MAYARA FERREIRA FRAZÃO DE SOUZA,JORGE NASSAR FLEURY,FERNANDA PETRUS,FERNANDO CESAR NEGRINI MINTO,LUCIANA CORREA DO LAGO,JOHANNA WEGLINSKI,ARIANE PEREIRA DA SILVA,JOANA SPADACCINI GRANGEIRO,CAROLINA FRANCO NETO LAINO"
Centro de Letras e Artes,2941,OCUPAÇÃO SOLANO TRINDADE: POSSIBILIDADES DE HABITAÇÃO SOCIAL E ECOLÓGICA NO ÂMBITO DO PROGRAMA MINHA CASA MINHA VIDA,"ANA LUCIA NOGUEIRA DE PAIVA BRITTO,JORGE NASSAR FLEURY,ANDRESSA DA SILVA PEREIRA DIAS,ALINE ALVES BARBOSA DA SILVA,MARIA LUIZA DE SOUZA OLIVEIRA OTTONI,NICOLE ALMEIDA,RAYAN RODRIGUES,SÂMARA VIANA"
